hospital_5000.csv,CalcRepair,642839
hospital_5000.csv,CalcRepair_Postproc,637025
hospital_5000.csv,GreedyRepair,106581
hospital_5000.csv,ExactRepair_Cplex,329250
hospital_10000.csv,CalcRepair,1790637
hospital_10000.csv,CalcRepair_Postproc,1764715
hospital_10000.csv,GreedyRepair,312116
hospital_10000.csv,ExactRepair_Cplex,857518
hospital_15000.csv,CalcRepair,4020780
hospital_15000.csv,CalcRepair_Postproc,4031485
hospital_15000.csv,GreedyRepair,663429
hospital_15000.csv,ExactRepair_Cplex,1823118
hospital_20000.csv,CalcRepair,6674017
hospital_20000.csv,CalcRepair_Postproc,6655631
hospital_20000.csv,GreedyRepair,1106405
hospital_20000.csv,ExactRepair_Cplex,3048413
hospital_25000.csv,CalcRepair,9066372
hospital_25000.csv,CalcRepair_Postproc,8925404
hospital_25000.csv,GreedyRepair,1503189
hospital_25000.csv,ExactRepair_Cplex,4251134
hospital_30000.csv,CalcRepair,12685920
hospital_30000.csv,CalcRepair_Postproc,12759216
hospital_30000.csv,GreedyRepair,2246358
hospital_30000.csv,ExactRepair_Cplex,6024728
hospital_35000.csv,CalcRepair,19938006
hospital_35000.csv,CalcRepair_Postproc,18540539
hospital_35000.csv,GreedyRepair,3378857
hospital_35000.csv,ExactRepair_Cplex,23581453
hospital_40000.csv,CalcRepair,29839561
hospital_40000.csv,CalcRepair_Postproc,30910098
hospital_40000.csv,GreedyRepair,5681509
hospital_40000.csv,ExactRepair_Cplex,15384214
hospital_45000.csv,CalcRepair,41425723
hospital_45000.csv,CalcRepair_Postproc,39461150
hospital_45000.csv,GreedyRepair,7572952
hospital_45000.csv,ExactRepair_Cplex,40862736
hospital_50000.csv,CalcRepair,48600927
hospital_50000.csv,CalcRepair_Postproc,50491682
hospital_50000.csv,GreedyRepair,8809905
hospital_50000.csv,ExactRepair_Cplex,22941938
hospital_55000.csv,CalcRepair,59216137
hospital_55000.csv,CalcRepair_Postproc,59209770
hospital_55000.csv,GreedyRepair,11480019
hospital_55000.csv,ExactRepair_Cplex,30480779
hospital_60000.csv,CalcRepair,72851338
hospital_60000.csv,CalcRepair_Postproc,70899515
hospital_60000.csv,GreedyRepair,14207823
hospital_65000.csv,CalcRepair,90817436
hospital_65000.csv,CalcRepair_Postproc,90652049
hospital_65000.csv,GreedyRepair,17817659
hospital_65000.csv,ExactRepair_Cplex,45089330
hospital_70000.csv,CalcRepair,100175416
hospital_70000.csv,CalcRepair_Postproc,99972127
hospital_70000.csv,GreedyRepair,19674491
hospital_80000.csv,CalcRepair,130873153
hospital_80000.csv,CalcRepair_Postproc,130651349
hospital_80000.csv,GreedyRepair,25289699
hospital_90000.csv,CalcRepair,168409004
hospital_90000.csv,CalcRepair_Postproc,168210501
hospital_90000.csv,GreedyRepair,32862312
hospital_100000.csv,CalcRepair,203432202
hospital_100000.csv,CalcRepair_Postproc,203164929
hospital_100000.csv,GreedyRepair,40089608
